T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
1012212,-220,188,1033,-19810,37660,-130830
1012232,-175,129,960,-20230,12950,-120960
1012252,-103,118,865,-9870,-13020,-106680
1012272,30,135,882,9380,-22470,-95060
1012292,12,149,906,-3780,-14140,-101150
1012312,-97,125,962,-16380,-4830,-99680
1012332,-179,61,986,-15820,560,-90790
1012352,-109,127,968,-9310,-6650,-85890
1012372,-74,177,1002,-2800,-10360,-77000
1012392,-64,109,987,-7770,-4480,-72870
1012412,-82,140,1023,-21490,15610,-86940
1012432,-249,125,1114,-34860,45290,-101290
1012452,-283,46,1076,-36330,59570,-96880
1012472,-251,24,1017,-35770,52920,-92330
1012492,-212,-39,933,-36820,52710,-92260
1012512,-256,-78,899,-48580,65590,-110670
1012532,-385,-12,1063,-67410,88830,-144620
1012552,-460,-180,998,-70770,83790,-147070
1012572,-336,-214,898,-41440,36610,-97370
1012592,-277,-114,915,-17150,5180,-75320
1012612,-329,-68,979,-12600,5460,-82180
1012632,-347,-84,990,-20440,17360,-93310
1012652,-335,-200,888,-25970,13790,-84980
1012672,-330,-311,803,-22680,4130,-70490
1012692,-198,-139,841,-1610,-8330,-57190
1012712,-235,-34,985,14980,-9660,-62440
1012732,-277,-183,908,6650,-350,-64540
1012752,-334,-195,962,-3010,1890,-56140
1012772,-295,-182,988,-5180,8540,-63140
1012792,-329,-264,964,-5460,13160,-68040
1012812,-313,-276,956,-6580,14980,-63070
1012832,-289,-249,976,-3430,9100,-57050
1012852,-271,-289,924,5180,7560,-54110
1012872,-323,-286,978,10780,7630,-55020
1012892,-249,-259,935,12320,10850,-60200
1012912,-258,-215,1001,27650,1820,-50400
1012932,-231,-161,940,37800,-980,-43820
1012952,-283,-159,977,38570,-3570,-44240
1012972,-256,-145,1005,32690,-2310,-45010
1012992,-260,-129,978,30870,-4550,-43330
1013012,-141,-130,912,26810,-6930,-40250
1013032,-284,-99,1019,21070,-5740,-38780
1013052,-271,-143,979,10640,140,-36680
1013072,-235,-146,961,4620,1400,-33740
1013092,-244,-152,975,11550,-560,-20650
1013112,-234,-153,965,16940,-560,-8050
1013132,-310,-174,959,11830,3920,-9100
1013152,-334,-235,965,7770,1120,-12110
1013172,-297,-187,992,16730,-13580,-13230
1013192,-216,-143,985,18970,-31500,-18060
1013212,-232,-123,999,17430,-34650,-15680
1013232,-208,-130,935,12810,-12180,-11550
1013252,-262,-109,975,4130,12880,-16380
1013272,-257,-147,982,-4900,27580,-22190
